Date,Close/Last,compound,negative,neutral,positive,Open,High,Low,Volume
2015-04-02,31.33,0.9866,0.049,0.845,0.106,31.2575,31.39,31.0475,128685640
2015-04-06,31.8375,0.9435,0.034,0.905,0.061,31.1175,31.8775,31.0825,147669960
2015-04-07,31.5025,0.6249,0.0,0.788,0.212,31.91,32.0305,31.495,139579240
2015-04-08,31.4,0.9936,0.059,0.825,0.115,31.4625,31.6,31.2425,149088360
2015-04-09,31.64,0.9949,0.031,0.826,0.143,31.4625,31.645,31.165,128977440
2015-04-10,31.775,-0.5994,0.224,0.776,0.0,31.4875,31.8025,31.315,160503040
2015-04-13,31.7125,0.9928,0.033,0.89,0.077,32.0925,32.1425,31.6525,144994480
2015-04-14,31.575,0.9915,0.024,0.9,0.075,31.75,31.8225,31.4775,101673120
2015-04-15,31.695,0.9953,0.017,0.891,0.092,31.6025,31.7825,31.5025,115689680
2015-04-16,31.5425,0.9964,0.021,0.882,0.097,31.57,31.775,31.5275,112080960
2015-04-17,31.1875,0.2708,0.078,0.863,0.059,31.3875,31.535,31.115,205925240
2015-04-20,31.9,0.9934,0.018,0.854,0.128,31.3925,32.03,31.2925,187900440
2015-04-21,31.7275,0.9964,0.041,0.832,0.127,32.025,32.05,31.6675,129365520
2015-04-22,32.155,0.9916,0.045,0.842,0.113,31.7475,32.2175,31.58,150301680
2015-04-23,32.4175,0.992,0.023,0.896,0.081,32.075,32.605,32.035,182386760
2015-04-24,32.57,0.8512,0.054,0.884,0.062,32.6225,32.6575,32.3075,176838840
2015-04-27,33.1625,0.9941,0.048,0.853,0.099,33.0775,33.2825,32.7875,380337040
2015-04-28,32.64,0.9983,0.051,0.805,0.143,33.6138,33.635,32.3925,474774800
2015-04-29,32.16,0.9973,0.048,0.832,0.119,32.54,32.8975,32.075,252252960
2015-04-30,31.2875,0.9982,0.067,0.794,0.139,31.875,31.97,31.145,331699920
2015-05-01,32.2375,0.9949,0.02,0.868,0.112,31.525,32.5325,31.325,229396000
2015-05-04,32.175,0.5484,0.053,0.863,0.084,32.375,32.6425,32.065,203620080
2015-05-05,31.45,0.8702,0.043,0.894,0.063,32.0375,32.1125,31.445,196511080
2015-05-06,31.2525,0.9378,0.068,0.831,0.101,31.64,31.6875,30.84,288149480
2015-05-07,31.315,0.0,0.0,1.0,0.0,31.1925,31.52,31.005,170615680
2015-05-08,31.905,0.9919,0.056,0.84,0.104,31.67,31.905,31.5275,221895280
2015-05-11,31.58,0.9968,0.057,0.787,0.156,31.8475,31.89,31.4063,167682960
2015-05-12,31.4662,0.9136,0.032,0.818,0.15,31.4,31.72,31.205,192293800
2015-05-13,31.5025,0.9944,0.044,0.795,0.161,31.5375,31.7975,31.4675,138446400
2015-05-14,32.2375,0.9607,0.053,0.862,0.085,31.8525,32.2375,31.79,180495680
2015-05-15,32.1925,0.9759,0.063,0.845,0.092,32.2675,32.3725,32.0525,152513880
2015-05-18,32.5475,0.998,0.018,0.858,0.124,32.095,32.68,32.09,202892960
2015-05-19,32.5175,0.846,0.05,0.888,0.062,32.6725,32.72,32.41,177581760
2015-05-20,32.515,0.9974,0.046,0.815,0.139,32.5,32.745,32.335,145044680
2015-05-21,32.8475,0.9933,0.042,0.83,0.128,32.5175,32.9075,32.4575,158359120
2015-05-22,33.135,0.9294,0.028,0.92,0.052,32.9,33.2425,32.85,181877360
2015-05-26,32.405,0.9947,0.046,0.844,0.11,33.15,33.2275,32.28,282178680
2015-05-27,33.0112,0.9921,0.042,0.851,0.106,32.585,33.065,32.5125,183084480
2015-05-28,32.945,0.9815,0.05,0.865,0.085,32.965,32.9875,32.775,122715360
2015-05-29,32.57,0.9758,0.038,0.881,0.082,32.8075,32.8625,32.475,201896680
2015-06-01,32.6337,0.6189,0.049,0.897,0.055,32.8,32.8475,32.5125,128064080
2015-06-02,32.49,0.5362,0.101,0.787,0.112,32.465,32.6638,32.33,134383920
2015-06-03,32.53,0.9874,0.064,0.839,0.097,32.665,32.735,32.475,123759240
2015-06-04,32.34,0.9957,0.034,0.843,0.123,32.395,32.645,32.2275,153343920
2015-06-05,32.1625,0.9975,0.028,0.848,0.124,32.375,32.4225,32.09,142311040
2015-06-08,31.95,0.9732,0.047,0.868,0.085,32.225,32.3025,31.7075,210439600
2015-06-09,31.855,0.9789,0.023,0.791,0.185,31.675,32.02,31.405,224011360
2015-06-10,32.22,-0.9558,0.072,0.87,0.058,31.98,32.335,31.9625,156116760
2015-06-11,32.1475,0.9956,0.038,0.836,0.127,32.295,32.545,32.1187,141378080
2015-06-12,31.7925,-0.5994,0.14,0.86,0.0,32.0463,32.0825,31.7775,147305040
2015-06-15,31.73,0.991,0.026,0.872,0.102,31.525,31.81,31.4275,175587840
2015-06-16,31.9,0.3254,0.066,0.862,0.072,31.7575,31.9625,31.5925,125774600
2015-06-17,31.825,0.471,0.106,0.78,0.114,31.93,31.97,31.685,131435600
2015-06-18,31.97,0.8458,0.04,0.899,0.061,31.8075,32.0775,31.805,141455960
2015-06-19,31.65,0.9402,0.077,0.821,0.102,31.9275,31.955,31.6,217446120
2015-06-22,31.9025,0.9948,0.071,0.77,0.16,31.8725,32.015,31.77,135904720
2015-06-23,31.7575,0.9925,0.048,0.824,0.128,31.87,31.9025,31.7198,120768560
2015-06-24,32.0275,0.9977,0.014,0.846,0.14,31.8025,32.45,31.78,220310080
2015-06-25,31.875,0.958,0.04,0.875,0.085,32.215,32.3,31.875,127489560
2015-06-26,31.6875,0.9932,0.008,0.846,0.146,31.9175,31.9975,31.6275,175945160
2015-06-29,31.1325,0.9895,0.029,0.857,0.114,31.365,31.6175,31.12,196173640
2015-06-30,31.3562,0.8105,0.06,0.874,0.065,31.3925,31.53,31.215,177304200
2015-07-01,31.65,-0.8334,0.074,0.865,0.062,31.725,31.735,31.4975,120827560
2015-07-02,31.61,0.2693,0.095,0.796,0.109,31.6075,31.6725,31.4425,108684720
2015-07-06,31.5,0.0,0.0,1.0,0.0,31.235,31.5575,31.2125,111891800
2015-07-07,31.4225,0.8385,0.045,0.875,0.08,31.4725,31.5375,30.9425,186948360
2015-07-08,30.6425,-0.4352,0.09,0.81,0.1,31.12,31.16,30.635,242439320
2015-07-09,30.0175,-0.3213,0.057,0.884,0.059,30.9625,31.015,29.805,313166040
2015-07-10,30.82,-0.7998,0.081,0.847,0.073,30.485,30.9625,30.3025,245171200
2015-07-13,31.415,0.9936,0.023,0.875,0.103,31.2575,31.4387,31.08,165462400
2015-07-14,31.4025,0.9765,0.015,0.871,0.114,31.51,31.5925,31.26,126783480
2015-07-15,31.705,0.9974,0.023,0.807,0.17,31.43,31.7875,31.395,134239080
2015-07-16,32.1275,0.9659,0.042,0.872,0.086,31.935,32.1425,31.8375,143950520
2015-07-17,32.405,0.9972,0.042,0.801,0.157,32.27,32.405,32.0775,183881880
2015-07-20,33.0175,0.9949,0.021,0.888,0.092,32.7425,33.2425,32.675,220819680
2015-07-21,32.6875,0.9926,0.052,0.849,0.098,33.2125,33.23,32.58,292027120
2015-07-22,31.305,-0.9891,0.098,0.842,0.06,30.4975,31.375,30.4975,461153600
2015-07-23,31.29,0.998,0.041,0.8,0.159,31.55,31.7725,31.265,203331800
2015-07-24,31.125,0.978,0.049,0.839,0.113,31.33,31.435,30.975,168361280
2015-07-27,30.6925,0.997,0.022,0.828,0.149,30.7725,30.9025,30.53,177486320
2015-07-28,30.845,0.529,0.103,0.799,0.098,30.845,30.9775,30.6375,134281520
2015-07-29,30.7475,0.9433,0.02,0.899,0.081,30.7875,30.875,30.5675,147648160
2015-07-30,30.5925,0.9768,0.079,0.774,0.147,30.58,30.6425,30.4275,133603800
2015-07-31,30.325,0.9602,0.063,0.844,0.093,30.65,30.6606,30.2275,171331560
2015-08-03,29.61,0.782,0.044,0.878,0.079,30.375,30.6425,29.38,278559600
2015-08-04,28.66,0.8931,0.063,0.861,0.076,29.355,29.425,28.3125,494407600
2015-08-05,28.85,0.9515,0.054,0.853,0.093,28.2375,29.36,28.025,396809600
2015-08-06,28.7825,0.9873,0.056,0.858,0.087,28.9925,29.125,28.5287,211315560
2015-08-07,28.88,0.9975,0.032,0.844,0.124,28.645,29.0625,28.625,154440480
2015-08-10,29.93,0.9872,0.06,0.844,0.097,29.1325,29.9975,29.1325,219404040
2015-08-11,28.3725,-0.8834,0.2,0.705,0.096,29.4525,29.545,28.3325,387282680
2015-08-12,28.81,0.9943,0.054,0.79,0.156,28.1325,28.855,27.4075,406373600
2015-08-13,28.7875,0.9911,0.041,0.864,0.095,29.01,29.1,28.635,193630560
2015-08-14,28.99,-0.1921,0.111,0.783,0.106,28.58,29.0775,28.5025,171505480
2015-08-17,29.29,0.9819,0.057,0.833,0.11,29.01,29.4125,28.875,163309040
2015-08-18,29.125,0.9768,0.071,0.802,0.127,29.1075,29.36,29.0025,138102520
2015-08-19,28.7525,0.9776,0.021,0.874,0.105,29.025,29.13,28.67,192317320
2015-08-20,28.1625,0.9006,0.077,0.804,0.119,28.52,28.5875,27.9075,272707760
2015-08-21,26.44,0.9808,0.04,0.86,0.101,27.6075,27.975,26.4112,508986400
2015-08-24,25.78,0.9962,0.064,0.813,0.123,23.7175,27.2,23.0,647530000
2015-08-25,25.935,0.9955,0.043,0.825,0.132,27.7775,27.7775,25.875,410926800
2015-08-26,27.4225,0.9929,0.047,0.78,0.173,26.7712,27.4725,26.2625,386127560
2015-08-27,28.23,0.9938,0.039,0.861,0.1,28.0575,28.31,27.505,335300880
2015-08-28,28.3225,-0.9615,0.1,0.832,0.068,28.0425,28.3275,27.885,212303840
2015-08-31,28.19,0.9965,0.038,0.838,0.124,28.0075,28.6325,28.0,224446360
2015-09-01,26.93,0.9951,0.055,0.821,0.124,27.5375,27.97,26.84,306248680
2015-09-02,28.085,0.8576,0.059,0.861,0.079,27.5575,28.085,27.2828,246725000
2015-09-03,27.5925,0.983,0.025,0.92,0.054,28.1225,28.195,27.51,212570360
2015-09-04,27.3175,0.9958,0.04,0.863,0.097,27.2425,27.6125,27.1275,199617840
2015-09-08,28.0775,-0.2263,0.085,0.854,0.061,27.9125,28.14,27.58,218029200
2015-09-09,27.5375,0.9929,0.018,0.915,0.067,28.44,28.505,27.4425,339031120
2015-09-10,28.1425,0.9887,0.078,0.803,0.119,27.5675,28.3206,27.475,251203080
2015-09-11,28.5525,0.9777,0.047,0.887,0.066,27.9475,28.5525,27.94,199175000
2015-09-14,28.8275,0.9886,0.038,0.883,0.079,29.145,29.2225,28.715,233118280
2015-09-15,29.07,0.9901,0.042,0.856,0.102,28.9825,29.1325,28.605,172873400
2015-09-16,29.1025,0.9924,0.045,0.864,0.091,29.0625,29.135,28.86,148322880
2015-09-17,28.48,0.988,0.056,0.828,0.116,28.915,29.1225,28.4288,254849360
2015-09-18,28.3625,0.8328,0.066,0.86,0.074,28.0525,28.575,27.9675,295964000
2015-09-21,28.8025,0.9468,0.072,0.844,0.084,28.4175,28.8425,28.415,186376880
2015-09-22,28.35,0.9866,0.061,0.844,0.095,28.345,28.545,28.13,201112120
2015-09-23,28.58,0.984,0.058,0.853,0.09,28.4075,28.68,28.325,142713440
2015-09-24,28.75,0.8738,0.045,0.889,0.066,28.3125,28.875,28.0925,200246320
2015-09-25,28.6775,0.9978,0.043,0.845,0.113,29.11,29.1725,28.505,224022200
2015-09-28,28.11,0.9726,0.02,0.923,0.057,28.4625,28.6425,28.11,207447960
2015-09-29,27.265,0.9664,0.071,0.835,0.094,28.2075,28.3775,26.965,292921120
2015-09-30,27.575,0.996,0.013,0.885,0.102,27.5425,27.885,27.1825,265203720
2015-10-01,27.395,0.907,0.069,0.797,0.134,27.2675,27.405,26.8275,255397880
2015-10-02,27.595,0.9972,0.029,0.864,0.107,27.0025,27.7534,26.8875,231099760
2015-10-05,27.695,0.1531,0.096,0.796,0.108,27.47,27.8424,27.2675,208132400
2015-10-06,27.8275,0.9802,0.041,0.881,0.078,27.6575,27.935,27.4413,194808800
2015-10-07,27.695,0.9506,0.068,0.838,0.094,27.935,27.9425,27.3525,186871080
2015-10-08,27.375,0.928,0.028,0.912,0.06,27.5475,27.5475,27.0525,246989040
2015-10-09,28.03,0.9961,0.061,0.824,0.115,27.5,28.07,27.3725,210882480
2015-10-12,27.9,0.997,0.035,0.832,0.133,28.1825,28.1875,27.86,121547320
2015-10-13,27.9475,-0.9929,0.141,0.789,0.07,27.705,28.1125,27.67,131883160
2015-10-14,27.5525,0.9855,0.05,0.851,0.099,27.8225,27.88,27.39,177736880
2015-10-15,27.965,0.989,0.013,0.899,0.088,27.7325,28.025,27.6225,150488800
2015-10-16,27.76,0.9307,0.057,0.862,0.081,27.945,28.0,27.6325,155179720
2015-10-19,27.9325,0.9856,0.029,0.897,0.074,27.7,27.9375,27.5275,118895000
2015-10-20,28.4425,0.9945,0.041,0.862,0.096,27.835,28.5425,27.705,195716800
2015-10-21,28.44,0.9894,0.043,0.862,0.095,28.5,28.895,28.425,169107520
2015-10-22,28.875,0.9968,0.045,0.78,0.175,28.5825,28.875,28.525,165722640
2015-10-23,29.77,0.9969,0.04,0.833,0.127,29.175,29.807,29.0825,237006960
2015-10-26,28.82,0.8345,0.071,0.855,0.073,29.52,29.5325,28.73,264559080
2015-10-27,28.6375,0.8103,0.063,0.867,0.07,28.85,29.135,28.4975,270693800
2015-10-28,29.8175,0.997,0.033,0.856,0.111,29.2325,29.825,29.015,341744840
2015-10-29,30.1325,0.9976,0.032,0.849,0.119,29.675,30.1725,29.5675,204424400
2015-10-30,29.875,0.9959,0.031,0.842,0.127,30.2475,30.305,29.8625,197220880
2015-11-02,30.295,0.999,0.023,0.837,0.14,29.9675,30.34,29.9025,128611480
2015-11-03,30.6425,0.9391,0.044,0.894,0.062,30.1975,30.8725,30.175,181917040
2015-11-04,30.5,0.9761,0.024,0.854,0.122,30.7825,30.955,30.405,179316240
2015-11-05,30.23,0.9907,0.024,0.893,0.083,30.4625,30.6725,30.045,157933600
2015-11-06,30.265,0.9864,0.063,0.831,0.106,30.2775,30.4525,30.155,132036440
2015-11-09,30.1425,0.992,0.023,0.879,0.098,30.24,30.4525,30.0125,135317160
2015-11-10,29.1925,0.9661,0.033,0.776,0.191,29.225,29.5175,29.0153,236117600
2015-11-11,29.0275,0.997,0.026,0.87,0.104,29.0925,29.355,28.8025,180717600
2015-11-12,28.93,0.9625,0.02,0.874,0.106,29.065,29.205,28.9125,129845400
2015-11-13,28.085,0.9829,0.046,0.852,0.101,28.8,28.8925,28.0675,182221200
2015-11-16,28.5437,0.9968,0.063,0.788,0.149,27.845,28.56,27.75,151918280
2015-11-17,28.4225,0.9981,0.038,0.827,0.134,28.73,28.7625,28.33,110336080
2015-11-18,29.3225,0.9978,0.05,0.813,0.137,28.94,29.3725,28.875,186238920
2015-11-19,29.695,0.9536,0.045,0.888,0.067,29.41,29.9375,29.19,172935800
2015-11-20,29.825,0.9962,0.054,0.799,0.148,29.8,29.98,29.7125,136540920
2015-11-23,29.4375,0.9944,0.084,0.768,0.148,29.8175,29.9325,29.335,129782720
2015-11-24,29.72,0.982,0.076,0.822,0.101,29.3325,29.8375,29.28,170991800
2015-11-25,29.5075,0.9976,0.039,0.817,0.145,29.8025,29.8075,29.48,85367840
2015-11-27,29.4525,0.9913,0.068,0.793,0.139,29.5725,29.6025,29.4,52185800
2015-11-30,29.575,0.9948,0.035,0.854,0.111,29.4975,29.8525,29.4375,152252520
2015-12-01,29.335,0.9983,0.077,0.741,0.182,29.6875,29.7025,29.215,139225000
2015-12-02,29.07,0.9971,0.102,0.74,0.157,29.2625,29.5275,29.02,133267960
2015-12-03,28.8,0.9959,0.04,0.863,0.096,29.1375,29.1975,28.555,166045520
2015-12-04,29.7575,-0.5632,0.129,0.824,0.047,28.8225,29.8125,28.7775,230871480
2015-12-07,29.57,0.0,0.0,1.0,0.0,29.745,29.965,29.4525,128252400
2015-12-08,29.5575,-0.8176,0.093,0.831,0.076,29.38,29.65,29.215,137101680
2015-12-09,28.905,0.8253,0.029,0.901,0.071,29.41,29.4225,28.77,185207720
2015-12-10,29.0425,0.9892,0.056,0.846,0.098,29.01,29.235,28.8775,116634560
2015-12-11,28.295,0.4689,0.08,0.834,0.086,28.7975,28.8475,28.2128,187240080
2015-12-14,28.12,-0.3832,0.085,0.84,0.075,28.045,28.17,27.4475,258712880
2015-12-15,27.6225,0.4869,0.115,0.741,0.145,27.985,28.2,27.5875,212674320
2015-12-16,27.835,-0.8722,0.093,0.854,0.053,27.7675,27.9975,27.2,224629480
2015-12-17,27.245,0.7269,0.045,0.878,0.077,28.005,28.0625,27.245,178619320
2015-12-18,26.5075,0.9136,0.056,0.834,0.11,27.2275,27.38,26.4525,384788760
2015-12-21,26.8325,-0.1531,0.06,0.898,0.042,26.82,26.8425,26.3925,190028920
2015-12-22,26.8075,0.9349,0.0,0.893,0.107,26.85,26.93,26.6127,130913840
2015-12-23,27.1525,0.6908,0.026,0.91,0.064,26.8175,27.2125,26.8,130472560
2015-12-24,27.0075,0.8357,0.065,0.824,0.111,27.25,27.25,26.9875,54386720
2015-12-28,26.705,0.34,0.056,0.877,0.066,26.8975,26.9225,26.5452,106559720
2015-12-29,27.185,-0.876,0.113,0.863,0.024,26.74,27.3575,26.715,123649040
2015-12-30,26.83,0.168,0.071,0.87,0.06,27.145,27.175,26.795,100736360
2015-12-31,26.315,0.9074,0.0,0.88,0.12,26.7525,26.7575,26.205,163541920
2016-01-04,26.3375,0.9591,0.064,0.802,0.134,25.6525,26.342,25.5,270276360
2016-01-05,25.6775,0.4939,0.0,0.865,0.135,26.4375,26.4625,25.6025,222332560
2016-01-06,25.175,0.9721,0.085,0.784,0.13,25.14,25.5925,24.9675,273537080
2016-01-07,24.1125,0.9729,0.065,0.833,0.103,24.67,25.0325,24.1075,322969840
2016-01-08,24.24,0.9547,0.04,0.889,0.071,24.6375,24.7775,24.19,282888000
2016-01-11,24.6325,0.9803,0.064,0.84,0.096,24.7425,24.765,24.335,198751480
2016-01-12,24.99,0.4379,0.067,0.863,0.07,25.1375,25.1725,24.71,196184600
2016-01-13,24.3475,0.9786,0.019,0.875,0.105,25.08,25.2975,24.325,249143080
2016-01-14,24.88,0.997,0.026,0.81,0.163,24.49,25.12,23.935,252000560
2016-01-15,24.2825,0.9985,0.022,0.8,0.178,24.05,24.4275,23.84,317424040
2016-01-19,24.165,0.9603,0.059,0.812,0.129,24.6025,24.6625,23.875,211843240
2016-01-20,24.1975,0.9143,0.054,0.852,0.094,23.775,24.5474,23.355,289097200
2016-01-21,24.075,0.8526,0.076,0.828,0.097,24.265,24.47,23.735,208396800
2016-01-22,25.355,0.7748,0.049,0.875,0.076,24.6575,25.365,24.5925,262594640
2016-01-25,24.86,0.8284,0.048,0.878,0.075,25.38,25.3825,24.8025,206119920
2016-01-26,24.9975,-0.9333,0.085,0.87,0.046,24.9825,25.22,24.5175,287749240
2016-01-27,23.355,0.9514,0.044,0.89,0.066,24.01,24.1572,23.335,532236000
2016-01-28,23.5225,0.8225,0.038,0.897,0.066,23.4475,23.63,23.0975,222489480
2016-01-29,24.335,0.9587,0.041,0.845,0.114,23.6975,24.335,23.5875,257329760
2016-02-01,24.1075,-0.6124,0.192,0.708,0.1,24.1175,24.1775,23.85,163257440
2016-02-02,23.62,0.7208,0.032,0.919,0.049,23.855,24.01,23.57,148762000
2016-02-03,24.0875,0.9254,0.025,0.873,0.102,23.75,24.21,23.52,183480520
2016-02-04,24.15,0.0516,0.162,0.671,0.168,23.965,24.3325,23.7975,185672920
2016-02-05,23.505,0.7462,0.089,0.81,0.101,24.13,24.23,23.4225,185262480
2016-02-08,23.7525,0.978,0.072,0.837,0.092,23.2825,23.925,23.26,215682200
2016-02-09,23.7475,0.947,0.071,0.842,0.087,23.5725,23.985,23.4825,177130240
2016-02-10,23.5675,0.8442,0.085,0.775,0.14,23.98,24.0875,23.525,169155160
2016-02-11,23.425,0.9806,0.044,0.876,0.08,23.4475,23.68,23.1475,199918800
2016-02-12,23.4975,-0.9179,0.139,0.755,0.106,23.5475,23.625,23.2525,161292080
2016-02-16,24.16,0.34,0.054,0.89,0.056,23.755,24.2125,23.6525,192130400
2016-02-17,24.53,0.94,0.06,0.828,0.112,24.1675,24.5525,24.0375,179247200
2016-02-18,24.065,-0.6808,0.099,0.841,0.06,24.71,24.7225,24.0227,155464400
2016-02-19,24.01,0.9493,0.031,0.827,0.142,24.0,24.19,23.95,141162280
2016-02-22,24.22,0.4215,0.08,0.829,0.091,24.0775,24.225,23.98,136961880
2016-02-23,23.6725,-0.2593,0.098,0.819,0.083,24.1,24.125,23.6375,127404720
2016-02-24,24.025,0.9485,0.022,0.847,0.131,23.495,24.095,23.33,144768600
2016-02-25,24.19,0.9465,0.034,0.84,0.126,24.0125,24.19,23.8125,110104160
2016-02-26,24.2275,-0.6597,0.094,0.836,0.07,24.3,24.5059,24.145,115799040
2016-02-29,24.1725,0.9287,0.029,0.784,0.187,24.215,24.5575,24.1625,140525840
2016-03-01,25.1325,-0.933,0.203,0.797,0.0,24.4125,25.1925,24.355,201214000
2016-03-02,25.1875,0.0516,0.096,0.806,0.098,25.1275,25.2225,24.91,132544520
2016-03-03,25.375,0.7047,0.077,0.827,0.096,25.145,25.4275,25.1125,147537960
2016-03-04,25.7525,0.4939,0.0,0.758,0.242,25.5925,25.9375,25.3425,184106400
2016-03-07,25.4675,0.8225,0.06,0.717,0.224,25.5975,25.7075,25.24,143562960
2016-03-08,25.2575,0.9843,0.056,0.844,0.1,25.195,25.44,25.1,126154840
2016-03-09,25.28,-0.8441,0.103,0.822,0.075,25.3275,25.395,25.0675,108594120
2016-03-10,25.2925,0.9911,0.053,0.838,0.11,25.3525,25.56,25.0375,133962520
2016-03-11,25.565,0.9698,0.054,0.852,0.093,25.56,25.57,25.375,109475360
2016-03-14,25.63,0.8748,0.031,0.827,0.143,25.4775,25.7275,25.445,100233120
2016-03-15,26.145,0.918,0.011,0.872,0.116,25.99,26.295,25.9625,160105000
2016-03-16,26.4925,0.7865,0.036,0.892,0.072,26.1525,26.5775,26.1475,152946920
